"id","Postcode","Latitude","Longitude","Easting","Northing","GridRef","District","Ward","DistrictCode","WardCode","Country","CountyCode","Constituency","TypeArea"
15157,"AB3 5AS",57.100339,-2.6711,359440,801240,"NJ594012","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15158,"AB3 5AT",57.103007,-2.676101,359140,801540,"NJ591015","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15159,"AB3 5AU",57.102953,-2.686004,358540,801540,"NJ585015","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15160,"AB3 5AW",57.076975,-2.766353,353640,798700,"NO536987","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15161,"AB3 5AX",57.088563,-2.689038,358340,799940,"NO583999","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15162,"AB3 5AY",57.095685,-2.700723,357640,800740,"NJ576007","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15163,"AB3 5AZ",57.052569,-2.514788,368870,795840,"NO688958","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible small town"
15164,"AB3 5BA",57.089379,-2.703904,357440,800040,"NJ574000","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15165,"AB3 5BB",57.086628,-2.713752,356840,799740,"NO568997","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15166,"AB3 5BD",57.094656,-2.723809,356240,800640,"NJ562006","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15167,"AB3 5BE",57.083943,-2.712051,356940,799440,"NO569994","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15168,"AB3 5BH",57.076738,-2.715212,356740,798640,"NO567986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15169,"AB3 5BJ",57.076633,-2.733355,355640,798640,"NO556986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15170,"AB3 5BL",57.083858,-2.726898,356040,799440,"NO560994","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15171,"AB3 5BN",57.088358,-2.725336,356140,799940,"NO561999","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15172,"AB3 5BP",57.090117,-2.731971,355740,800140,"NJ557001","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15173,"AB3 5BQ",57.097105,-2.765118,353740,800940,"NJ537009","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15174,"AB3 5BR",57.08454,-2.763209,353840,799540,"NO538995","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15175,"AB3 5BS",57.06825,-2.782665,352640,797740,"NO526977","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15176,"AB3 5BT",57.069169,-2.779386,352840,797840,"NO528978","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15177,"AB3 5BU",57.070138,-2.767861,353540,797940,"NO535979","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15178,"AB3 5BX",57.065777,-2.746333,354840,797440,"NO548974","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15179,"AB3 5BY",57.064937,-2.736422,355440,797340,"NO554973","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15180,"AB3 5DA",57.064995,-2.726529,356040,797340,"NO560973","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15181,"AB3 5DB",57.052224,-2.759249,354040,795940,"NO540959","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15182,"AB3 5DD",57.058717,-2.724758,356140,796640,"NO561966","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15183,"AB3 5DE",57.054292,-2.713131,356840,796140,"NO568961","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15184,"AB3 5DH",57.059718,-2.70664,357240,796740,"NO572967","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15185,"AB3 5DJ",57.057033,-2.704941,357340,796440,"NO573964","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15186,"AB3 5DL",57.054412,-2.691703,358140,796140,"NO581961","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15187,"AB3 5DN",57.051708,-2.693301,358040,795840,"NO580958","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15188,"AB3 5DP",57.04992,-2.691619,358140,795640,"NO581956","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15189,"AB3 5DQ",57.051762,-2.683411,358640,795840,"NO586958","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15190,"AB3 5DR",57.052784,-2.660351,360040,795940,"NO600959","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15191,"AB3 5DS",57.049022,-2.691602,358140,795540,"NO581955","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15192,"AB3 5DT",57.046291,-2.698144,357740,795240,"NO577952","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15193,"AB3 5DU",57.041707,-2.714538,356740,794740,"NO567947","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15194,"AB3 5DX",57.027971,-2.758754,354040,793240,"NO540932","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15195,"AB3 5DY",57.031817,-2.715996,356640,793640,"NO566936","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15196,"AB3 5EA",57.05178,-2.680115,358840,795840,"NO588958","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15197,"AB3 5EB",57.033066,-2.651763,360540,793740,"NO605937","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15198,"AB3 5ED",57.02935,-2.674762,359140,793340,"NO591933","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15199,"AB3 5EE",57.020368,-2.6746,359140,792340,"NO591923","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15200,"AB3 5EH",57.024031,-2.661488,359940,792740,"NO599927","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15201,"AB3 5EJ",57.073563,-2.780632,352770,798330,"NO527983","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15202,"AB3 5EL",57.071642,-2.7862,352430,798120,"NO524981","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15203,"AB3 5EN",57.067352,-2.782646,352640,797640,"NO526976","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15204,"AB3 5EP",57.065627,-2.771066,353340,797440,"NO533974","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15205,"AB3 5EQ",57.062084,-2.762748,353840,797040,"NO538970","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15206,"AB3 5ER",57.067331,-2.785944,352440,797640,"NO524976","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15207,"AB3 5ES",57.063717,-2.789165,352240,797240,"NO522972","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15208,"AB3 5ET",57.065345,-2.815585,350640,797440,"NO506974","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15209,"AB3 5EU",57.047902,-2.871244,347240,795540,"NO472955","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15210,"AB3 5EX",57.047902,-2.871244,347240,795540,"NO472955","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15211,"AB3 5EY",57.048416,-2.793785,351940,795540,"NO519955","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15212,"AB3 5EZ",57.073658,-2.79416,351950,798350,"NO519983","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15213,"AB3 5GA",57.079085,-2.77382,353190,798940,"NO531989","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15214,"AB3 5GB",57.076445,-2.793724,351980,798660,"NO519986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15215,"AB3 5GD",57.080628,-2.771212,353350,799110,"NO533991","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15216,"AB3 5GE",57.077319,-2.768834,353490,798740,"NO534987","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15217,"AB3 5HA",57.073028,-2.794311,351940,798280,"NO519982","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15218,"AB3 5HB",57.070909,-2.788328,352300,798040,"NO523980","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15219,"AB3 5HD",57.071994,-2.787362,352360,798160,"NO523981","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15220,"AB3 5HE",57.07334,-2.787555,352350,798310,"NO523983","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15221,"AB3 5HF",57.07938,-2.769702,353440,798970,"NO534989","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15222,"AB3 5HG",57.072503,-2.791991,352080,798220,"NO520982","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15223,"AB3 5HH",57.074502,-2.788404,352300,798440,"NO523984","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15224,"AB3 5HJ",57.074697,-2.786099,352440,798460,"NO524984","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15225,"AB3 5HL",57.071273,-2.787676,352340,798080,"NO523980","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15226,"AB3 5HN",57.078458,-2.773477,353210,798870,"NO532988","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15227,"AB3 5HP",57.079988,-2.773014,353240,799040,"NO532990","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15228,"AB3 5HQ",57.077146,-2.767676,353560,798720,"NO535987","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15229,"AB3 5HR",57.078585,-2.767541,353570,798880,"NO535988","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15230,"AB3 5HS",57.07546,-2.778858,352880,798540,"NO528985","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15231,"AB3 5HT",57.076895,-2.779383,352850,798700,"NO528987","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15232,"AB3 5HU",57.075563,-2.77688,353000,798550,"NO530985","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15233,"AB3 5HW",57.072557,-2.691875,358150,798160,"NO581981","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15234,"AB3 5HX",57.076454,-2.778054,352930,798650,"NO529986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15235,"AB3 5HY",57.075684,-2.786285,352430,798570,"NO524985","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15236,"AB3 5HZ",57.072198,-2.797592,351740,798190,"NO517981","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15237,"AB3 5JA",57.069995,-2.790948,352140,797940,"NO521979","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15238,"AB3 5JB",57.070879,-2.793111,352010,798040,"NO520980","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15239,"AB3 5JD",57.072339,-2.803698,351370,798210,"NO513982","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15240,"AB3 5JE",57.077879,-2.822128,350260,798840,"NO502988","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15241,"AB3 5JF",57.07299,-2.800248,351580,798280,"NO515982","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15242,"AB3 5JG",57.076642,-2.776573,353020,798670,"NO530986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15243,"AB3 5JH",57.081448,-2.825837,350040,799240,"NO500992","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15244,"AB3 5JJ",57.078214,-2.812073,350870,798870,"NO508988","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15245,"AB3 5JL",57.07625,-2.796194,351830,798640,"NO518986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15246,"AB3 5JN",57.074828,-2.79369,351980,798480,"NO519984","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15247,"AB3 5JP",57.085327,-2.781374,352740,799640,"NO527996","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15248,"AB3 5JQ",57.083384,-2.804432,351340,799440,"NO513994","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15249,"AB3 5JR",57.098748,-2.78991,352240,801140,"NJ522011","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15250,"AB3 5JS",57.101209,-2.826276,350040,801440,"NJ500014","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15251,"AB3 5JT",57.104769,-2.831308,349740,801840,"NJ497018","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15252,"AB3 5JU",57.104899,-2.811501,350940,801840,"NJ509018","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15253,"AB3 5JW",57.073284,-2.690404,358240,798240,"NO582982","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15254,"AB3 5JX",57.107485,-2.828067,349940,802140,"NJ499021","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15255,"AB3 5JY",57.077391,-2.89338,345940,798840,"NO459988","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15256,"AB3 5JZ",57.076217,-2.801307,351520,798640,"NO515986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15257,"AB3 5LA",57.083887,-2.863838,347740,799540,"NO477995","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15258,"AB3 5LB",57.072367,-2.840479,349140,798240,"NO491982","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15259,"AB3 5LD",57.086672,-2.850703,348540,799840,"NO485998","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15260,"AB3 5LE",57.092892,-2.860747,347940,800540,"NJ479005","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15261,"AB3 5LF",57.076649,-2.775584,353080,798670,"NO530986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15262,"AB3 5LH",57.088252,-2.882091,346640,800040,"NJ466000","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15263,"AB3 5LJ",57.097257,-2.879004,346840,801040,"NJ468010","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15264,"AB3 5LL",57.075595,-2.893337,345940,798640,"NO459986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15265,"AB3 5LN",57.068291,-2.909654,344940,797840,"NO449978","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15266,"AB3 5LP",57.075512,-2.904882,345240,798640,"NO452986","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15267,"AB3 5LQ",57.086243,-2.911743,344840,799840,"NO448998","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15268,"AB3 5LR",57.094434,-2.897091,345740,800740,"NJ457007","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15269,"AB3 5LS",57.10156,-2.905517,345240,801540,"NJ452015","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15270,"AB3 5LT",57.11326,-2.9025,345440,802840,"NJ454028","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15271,"AB3 5LU",57.103248,-2.920415,344340,801740,"NJ443017","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15272,"AB3 5LX",57.116769,-2.914144,344740,803240,"NJ447032","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15273,"AB3 5LY",57.111246,-2.932171,343640,802640,"NJ436026","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15274,"AB3 5NB",57.095928,-2.938388,343240,800940,"NJ432009","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15275,"AB3 5ND",57.077176,-2.923068,344140,798840,"NO441988","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15276,"AB3 5NE",57.108661,-2.917247,344540,802340,"NJ445023","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15277,"AB3 5NG",57.021336,-2.66144,359940,792440,"NO599924","Aberdeenshire","Banchory and Mid Deeside"," S12000034","S13002504","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15278,"AB3 5NH",57.119367,-2.92742,343940,803540,"NJ439035","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15279,"AB3 5NJ",57.124707,-2.934161,343540,804140,"NJ435041","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15280,"AB3 5NL",57.130121,-2.930993,343740,804740,"NJ437047","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15281,"AB3 5NN",57.134612,-2.931106,343740,805240,"NJ437052","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15282,"AB3 5NP",57.137232,-2.941085,343140,805540,"NJ431055","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15283,"AB3 5NQ",57.138865,-2.962607,341840,805740,"NJ418057","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15284,"AB3 5NR",57.129934,-2.955768,342240,804740,"NJ422047","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15285,"AB3 5NS",57.129111,-2.945835,342840,804640,"NJ428046","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15286,"AB3 5NT",57.073822,-2.889996,346140,798440,"NO461984","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Remote rural area"
15287,"AB3 5NU",57.058265,-2.929193,343740,796740,"NO437967","Aberdeenshire","Aboyne, Upper Deeside and Donside"," S12000034","S13002503","Scotland","S99999999","West Aberdeenshire and Kincardine","Very remote rural area"
